"","Draudėjo.kodas..code.","Juridinių.asmenų.registro.kodas..jarCode.","Pavadinimas..name.","Savivaldybė..kurioje.registruota.municipality.","Ekonominės.veiklos.rūšies.kodas.ecoActCode.","Ekonominės.veiklos.rūšies.pavadinimas.ecoActName.","Mėnuo..month.","Vidutinis.darbo.užmokestis..avgWage.","Apdraustųjų.skaičius..numInsured.","Vidutinis.darbo.užmokestis.II..avgWage2.","Apdraustųjų.skaičius.II..numInsured2.","Valstybinio.socialinio.draudimo.įmoka..tax."
"1950",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"1951",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"1952",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"1953",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"1954",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"1955",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"1956",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"1957",2120355,302656497,"UAB ""EUMITA""","Panevėžio r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"1958",2120923,302658224,"UAB ""ARANGA LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"1959",2120923,302658224,"UAB ""ARANGA LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"1960",2129382,302678376,"UAB ""PRO MAX LT""","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",1,"",0,""
"1961",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",1,"",0,""
"1962",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",1,"",0,""
"1963",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",3,"",0,""
"1964",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"842.50",4,"",0,"767.51"
"1965",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"842.50",4,"",0,"767.51"
"1966",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"628.83",6,"",0,"881.88"
"1967",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"842.50",4,"",0,"792.71"
"1968",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"810.68",4,"",0,"761.62"
"1969",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",3,"",0,""
"1970",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"832.96",4,"",0,"783.44"
"1971",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"328.37",4,"",0,"312.73"
"1972",2131160,302682684,"UAB ODEVA","Raseinių r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",1,"",0,""
"1973",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"1974",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"1975",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"1976",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"1977",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"1978",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"1979",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"1980",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"1981",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"1982",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"1983",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",1,"",0,""
"1984",2131903,302685196,"UAB ROMELITA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"1985",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"796.18",5,"",0,"943.28"
"1986",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"1178.00",5,"",0,"1387.51"
"1987",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"1065.99",5,"",0,"1251.58"
"1988",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"927.47",5,"",0,"1096.76"
"1989",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"800.09",5,"",0,"928.90"
"1990",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"1122.50",4,"",0,"1047.73"
"1991",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",3,"",0,""
"1992",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",1,"",0,""
"1993",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",1,"",0,""
"1994",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",1,"",0,""
"1995",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",1,"",0,""
"1996",2135600,302696602,"UAB CONSENSA","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",1,"",0,""
"1997",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"1189.25",22,"",0,"6031.27"
"1998",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"1379.46",18,"",0,"5718.10"
"1999",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"1418.80",17,"",0,"5535.22"
"2000",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"1593.56",17,"",0,"6255.72"
"2001",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"1601.48",13,"",0,"4863.09"
"2002",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"1609.42",13,"",0,"4886.94"
"2003",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"1587.35",13,"",0,"4843.77"
"2004",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"1609.96",13,"",0,"4913.74"
"2005",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"1404.13",15,"",0,"4947.31"
"2006",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"1545.44",16,"",0,"5833.69"
"2007",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"1365.90",15,"",0,"4821.65"
"2008",2137395,302703915,"UAB ""TERMODINAMIKA""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"1511.22",14,"",0,"4955.65"
"2009",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"891.69",7,"",0,"1464.79"
"2010",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"890.40",8,"",0,"1669.30"
"2011",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"874.35",8,"",0,"1641.99"
"2012",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"972.86",7,"",0,"1602.69"
"2013",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"914.02",8,"",0,"1709.49"
"2014",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"962.47",8,"",0,"1792.72"
"2015",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"957.50",8,"",0,"1783.49"
"2016",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"962.72",8,"",0,"1793.63"
"2017",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"1001.25",8,"",0,"1857.94"
"2018",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"939.72",8,"",0,"1755.51"
"2019",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"979.75",8,"",0,"1816.20"
"2020",2143242,302718493,"UAB ALUMETAS","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"967.30",8,"",0,"1792.03"
"2021",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"2022",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"2023",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"2024",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"2025",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"2026",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"2027",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"2028",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"2029",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"2030",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"2031",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"2032",2143440,302723017,"UAB AUGANTIS NAMAS","Klaipėdos m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"2033",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"1968.72",6,"",0,"2723.17"
"2034",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"1340.77",11,"",0,"3310.72"
"2035",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"1026.97",19,"",0,"4202.07"
"2036",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"1193.58",20,"",0,"5045.54"
"2037",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"1122.51",22,"",0,"5147.49"
"2038",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"881.76",27,"",0,"4994.99"
"2039",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"1110.88",20,"",0,"4809.75"
"2040",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"1367.67",15,"",0,"4493.53"
"2041",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"1068.43",20,"",0,"4674.96"
"2042",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"1012.27",25,"",0,"5519.80"
"2043",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"953.04",31,"",0,"6479.23"
"2044",2143954,302723355,"UAB ""BIGPROM""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"1117.39",29,"",0,"7168.45"
"2045",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"2046",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"2047",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"2048",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"2049",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"2050",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"2051",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"2052",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"2053",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"2054",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"2055",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"2056",2144199,302726401,"UAB NV GRUPĖ LT","Klaipėdos r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"2057",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"2058",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"2059",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"2060",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"2061",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"2062",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"2063",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"2064",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"2065",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"2066",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"2067",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"2068",2145014,302729408,"SPECDECOR, UAB","Kauno r. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"2069",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",1,"",0,""
"2070",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",1,"",0,""
"2071",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",1,"",0,""
"2072",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",1,"",0,""
"2073",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",1,"",0,""
"2074",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",1,"",0,""
"2075",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",1,"",0,""
"2076",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",1,"",0,""
"2077",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",1,"",0,""
"2078",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",1,"",0,""
"2079",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",1,"",0,""
"2080",2145155,302729493,"UAB ""AKTIS LT""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",1,"",0,""
"2081",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"1940.27",6,"",0,"2692.76"
"2082",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"2004.99",6,"",0,"2759.26"
"2083",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"2194.75",7,"",0,"3546.38"
"2084",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"2488.90",7,"",0,"4009.06"
"2085",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"2337.84",8,"",0,"4349.85"
"2086",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"2224.00",9,"",0,"4617.37"
"2087",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"2249.41",9,"",0,"4666.06"
"2088",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"1954.25",9,"",0,"4019.96"
"2089",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"1886.41",9,"",0,"3873.19"
"2090",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"1840.11",9,"",0,"3776.30"
"2091",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"1576.75",9,"",0,"3264.13"
"2092",2147202,302740422,"UAB STATOMETA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"1809.93",9,"",0,"3709.33"
"2093",2148787,302746083,"UAB ""GRADATUS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",1,"",0,""
"2094",2148787,302746083,"UAB ""GRADATUS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"51.40",7,"",0,"77.45"
"2095",2148787,302746083,"UAB ""GRADATUS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"26.14",7,"",0,"39.85"
"2096",2148787,302746083,"UAB ""GRADATUS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",3,"",0,""
"2097",2148787,302746083,"UAB ""GRADATUS""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"420.28",5,"",0,"455.03"
"2098",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"",2,"",0,""
"2099",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"",2,"",0,""
"2100",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"",2,"",0,""
"2101",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"",2,"",0,""
"2102",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"",2,"",0,""
"2103",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"",2,"",0,""
"2104",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"",2,"",0,""
"2105",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"",2,"",0,""
"2106",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"",2,"",0,""
"2107",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"",2,"",0,""
"2108",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202311,"",2,"",0,""
"2109",2149995,302751881,"UAB ""JA JA DECOR""","Vilniaus m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202312,"",2,"",0,""
"2110",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202301,"1511.58",8,"",0,"2934.88"
"2111",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202302,"1511.58",8,"",0,"2934.88"
"2112",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202303,"1511.58",8,"",0,"2934.88"
"2113",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202304,"1511.58",8,"",0,"2934.88"
"2114",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202305,"1343.44",8,"",0,"2608.41"
"2115",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202306,"1511.58",8,"",0,"2934.87"
"2116",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202307,"1511.58",8,"",0,"2934.88"
"2117",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202308,"1471.86",8,"",0,"2857.78"
"2118",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202309,"1406.89",8,"",0,"2731.60"
"2119",2150435,302753416,"UAB VEKTONA","Kauno m. sav.",433900,"Kiti statybos baigiamieji ir apdailos darbai",202310,"1354.37",7,"",0,"2300.94"
